,count,impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact
2019-05-01,1.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-03,2.0,12000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0
2019-05-04,2.0,12000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-05-05,2.0,12000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-05-06,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-05-07,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-05-08,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-11,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,1.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-05-13,1.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-14,1.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-15,1.0,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-05-16,3.0,32833.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,6000.0,0.0,0.0,0.0
2019-05-17,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-18,5.0,263733.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,195833.0,0.0,61900.0,0.0,6000.0,0.0,0.0,0.0
2019-05-19,7.0,238833.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,195833.0,0.0,37000.0,0.0,6000.0,0.0,0.0,0.0
2019-05-20,2.0,13833.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-21,1.0,7833.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-22,1.0,7833.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-23,1.0,7833.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-24,2.0,70500.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-25,4.0,82500.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70500.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,3.0,72400.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70500.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0
2019-05-27,5.0,91400.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1900.0,70500.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-28,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-29,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-30,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-05-31,4.0,92833.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,7833.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,5.0,44833.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,31000.0,0.0,0.0,0.0,0.0,0.0
2019-06-02,4.0,38833.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-06-03,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-04,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-05,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-06,2.0,26833.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-07,2.0,13833.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-08,3.0,19833.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,5.0,44833.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,7833.0,0.0,31000.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-11,1.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,1.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
2019-06-13,1.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,1.0,19000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-15,3.0,25000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,3.0,20900.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1900.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,2.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,2.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-19,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-20,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-21,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-22,6.0,110000.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12000.0,79000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-06-23,5.0,91000.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,60000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-28,5.0,24000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,0.0,6000.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-06-29,8.0,122000.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,38000.0,6000.0,66000.0,0.0,6000.0,0.0,0.0,0.0
2019-06-30,7.0,144000.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120000.0,6000.0,18000.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2.0,6000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0
2019-07-02,3.0,25000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,6000.0,0.0,0.0,0.0,0.0
2019-07-03,4.0,31000.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25000.0,6000.0,0.0,0.0,0.0,0.0
2019-07-04,5.0,80900.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1900.0,60000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,3.0,25000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-07-06,5.0,140900.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140900.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,3.0,25000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,2.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-12,7.0,152900.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,140900.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-07-13,11.0,181700.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1900.0,6000.0,140900.0,0.0,1900.0,0.0,31000.0,0.0,0.0,0.0
2019-07-14,10.0,237900.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,159900.0,0.0,66000.0,0.0,6000.0,0.0,0.0,0.0
2019-07-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,2.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-17,3.0,66000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,3.0,12000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-07-19,7.0,244000.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,207000.0,0.0,25000.0,0.0,6000.0,0.0,0.0,0.0
2019-07-20,7.0,239900.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,208900.0,0.0,19000.0,0.0,6000.0,0.0,0.0,0.0
2019-07-21,6.0,287900.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,208900.0,0.0,79000.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,2.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,4.0,31000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,6000.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-25,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-26,4.0,213000.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,194000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-27,6.0,407000.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,376000.0,0.0,19000.0,0.0,6000.0,0.0,0.0,0.0
2019-07-28,3.0,207000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,188000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-07-30,3.0,12000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-07-31,3.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-01,3.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0
2019-08-02,6.0,251000.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6000.0,207000.0,0.0,0.0,0.0,38000.0,0.0,0.0,0.0
2019-08-03,6.0,251000.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6000.0,207000.0,0.0,0.0,0.0,38000.0,0.0,0.0,0.0
2019-08-04,8.0,317000.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,12000.0,207000.0,0.0,60000.0,0.0,38000.0,0.0,0.0,0.0
2019-08-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,3.0,79000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,60000.0,0.0,0.0,0.0
2019-08-07,4.0,31000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,6000.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-08-08,2.0,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-08-09,3.0,25000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-08-10,4.0,126000.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0
2019-08-11,3.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-13,3.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-14,4.0,72000.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-15,2.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,5.0,78000.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,66000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-17,5.0,78000.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,72000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-18,6.0,97000.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,79000.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0
2019-08-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,3.0,66000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-21,3.0,12000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
2019-08-22,2.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-23,2.0,60000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-08-24,4.0,85000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19000.0,0.0,60000.0,0.0,6000.0,0.0,0.0,0.0
2019-08-25,4.0,44000.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,3.0,25000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,6000.0,0.0,0.0,0.0
2019-08-27,4.0,31000.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,6000.0,0.0,0.0,0.0
2019-08-28,3.0,31000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,6000.0,19000.0,0.0,0.0,0.0,0.0,0.0
2019-08-29,2.0,66000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0
2019-08-30,2.0,120000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0
