,total_count,total_attendance_sum,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public_holidays_count,school_holidays_count,observances_count,community_sum,concerts_sum,festivals_sum,performing_arts_sum,sports_sum,conferences_sum,expos_sum
2017-09-28,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0
2017-09-29,5,43000,0,1,1,0,1,2,0,0,0,0,0,6000,6000,0,6000,25000,0
2017-09-30,4,91000,0,4,0,0,0,0,0,0,0,0,0,91000,0,0,0,0,0
2017-10-01,4,86900,0,0,0,0,2,2,0,0,0,0,0,0,0,0,66000,20900,0
2017-10-02,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000
2017-10-03,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000
2017-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-05,2,12000,1,0,0,0,0,0,1,0,0,0,6000,0,0,0,0,0,6000
2017-10-06,4,32900,0,2,0,0,1,0,1,0,0,0,0,25000,0,0,1900,0,6000
2017-10-07,4,127900,1,1,0,0,1,0,1,0,0,0,1900,60000,0,0,60000,0,6000
2017-10-08,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000
2017-10-09,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2017-10-10,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2017-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-12,2,6600,0,1,1,0,0,0,0,0,0,0,0,6000,600,0,0,0,0
2017-10-13,3,12600,0,1,1,0,0,1,0,0,0,0,0,6000,600,0,0,6000,0
2017-10-14,3,25600,0,1,2,0,0,0,0,0,0,0,0,19000,6600,0,0,0,0
2017-10-15,5,91600,0,1,2,0,1,0,1,0,0,0,0,19000,6600,0,60000,0,6000
2017-10-16,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000
2017-10-17,3,25600,0,0,1,0,1,0,1,0,0,0,0,0,600,0,19000,0,6000
2017-10-18,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000
2017-10-19,2,2500,0,0,1,0,0,1,0,0,0,0,0,0,600,0,0,1900,0
2017-10-20,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0
2017-10-21,2,19600,0,1,1,0,0,0,0,0,0,0,0,19000,600,0,0,0,0
2017-10-22,3,66600,0,0,1,0,1,0,1,0,0,0,0,0,600,0,60000,0,6000
2017-10-23,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000
2017-10-24,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000
2017-10-25,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000
2017-10-26,2,66000,0,1,0,0,0,0,1,0,0,0,0,60000,0,0,0,0,6000
2017-10-27,4,73900,0,0,2,0,1,1,0,0,0,0,0,0,61900,0,6000,6000,0
2017-10-28,3,121900,0,0,2,0,1,0,0,0,0,0,0,0,61900,0,60000,0,0
2017-10-29,2,79000,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,60000,0,0
2017-10-30,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2017-10-31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,4,69800,0,0,2,0,2,0,0,0,0,0,0,0,3800,0,66000,0,0
2017-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-04,3,72000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,60000,0,6000
2017-11-05,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0
2017-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10,4,44000,0,2,0,0,1,0,0,1,0,0,0,38000,0,0,6000,0,0
2017-11-11,2,19000,0,1,0,0,0,0,0,1,0,0,0,19000,0,0,0,0,0
2017-11-12,3,31000,0,1,0,0,2,0,0,0,0,0,0,19000,0,0,12000,0,0
2017-11-13,1,60000,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0
2017-11-14,1,60000,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0
2017-11-15,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0
2017-11-16,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000
2017-11-17,2,12000,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000
2017-11-18,4,78000,0,0,2,0,1,0,1,0,0,0,0,0,12000,0,60000,0,6000
2017-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-20,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0
2017-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-22,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2017-11-23,3,19000,1,0,0,0,0,0,0,1,1,0,19000,0,0,0,0,0,0
2017-11-24,4,13900,0,1,0,0,2,0,0,0,1,0,0,6000,0,0,7900,0,0
2017-11-25,6,107567,0,2,1,0,1,0,2,0,0,0,0,38000,1667,0,60000,0,7900
2017-11-26,3,13667,0,0,1,0,2,0,0,0,0,0,0,0,1667,0,12000,0,0
2017-11-27,2,20667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,19000,0,0
2017-11-28,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0
2017-11-29,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0
2017-11-30,2,61667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,60000,0,0
2017-12-01,2,20667,0,1,1,0,0,0,0,0,0,0,0,19000,1667,0,0,0,0
2017-12-02,2,3567,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,1900,0,0
2017-12-03,5,92667,0,0,1,0,4,0,0,0,0,0,0,0,1667,0,91000,0,0
2017-12-04,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0
2017-12-05,3,26667,0,1,1,0,0,1,0,0,0,0,0,19000,1667,0,0,6000,0
2017-12-06,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0
2017-12-07,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-08,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-09,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-10,5,38667,1,1,1,0,2,0,0,0,0,0,6000,19000,1667,0,12000,0,0
2017-12-11,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-12,3,13667,1,0,1,0,0,0,1,0,0,0,6000,0,1667,0,0,0,6000
2017-12-13,3,26667,1,1,1,0,0,0,0,0,0,0,6000,19000,1667,0,0,0,0
2017-12-14,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-15,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-16,3,26667,1,0,1,0,1,0,0,0,0,0,6000,0,1667,0,19000,0,0
2017-12-17,5,133667,1,1,1,0,2,0,0,0,0,0,6000,60000,1667,0,66000,0,0
2017-12-18,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-19,4,32667,1,0,1,0,2,0,0,0,0,0,6000,0,1667,0,25000,0,0
2017-12-20,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-21,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-22,5,51667,1,2,1,0,1,0,0,0,0,0,6000,38000,1667,0,6000,0,0
2017-12-23,3,26667,1,1,1,0,0,0,0,0,0,0,6000,19000,1667,0,0,0,0
2017-12-24,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0
2017-12-25,4,7667,1,0,1,0,0,0,0,1,1,0,6000,0,1667,0,0,0,0
2017-12-26,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0
2017-12-27,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0
2017-12-28,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0
2017-12-29,4,13667,1,0,2,0,0,0,0,0,1,0,6000,0,7667,0,0,0,0
2017-12-30,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0
2017-12-31,6,127667,1,1,1,0,1,0,0,0,1,1,6000,60000,1667,0,60000,0,0
2018-01-01,3,6000,1,0,0,0,0,0,0,1,1,0,6000,0,0,0,0,0,0
2018-01-02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-01-03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-01-04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-01-05,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0
2018-01-06,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0
2018-01-12,3,31000,1,1,0,0,0,1,0,0,0,0,6000,19000,0,0,0,6000,0
2018-01-13,5,43000,0,1,0,0,2,1,1,0,0,0,0,6000,0,0,25000,6000,6000
2018-01-14,2,12000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000
2018-01-15,3,6000,1,0,0,0,0,0,0,2,0,0,6000,0,0,0,0,0,0
2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,1,667,0,0,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0
2018-01-20,4,31667,1,0,1,1,0,0,1,0,0,0,6000,0,667,19000,0,0,6000
2018-01-21,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000
2018-01-22,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000
2018-01-23,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000
2018-01-24,1,667,0,0,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0
2018-01-25,2,19667,0,1,1,0,0,0,0,0,0,0,0,19000,667,0,0,0,0
2018-01-26,4,29067,0,0,1,0,2,0,1,0,0,0,0,0,667,0,20900,0,7500
2018-01-27,2,8167,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,7500
2018-01-28,4,20167,0,0,1,0,2,0,1,0,0,0,0,0,667,0,12000,0,7500
2018-01-29,2,26500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,7500
2018-01-30,1,7500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7500
2018-01-31,1,7500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7500
2018-02-01,2,13500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,7500
2018-02-02,2,7731,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7731
2018-02-03,5,38731,0,0,0,0,2,0,3,0,0,0,0,0,0,0,25000,0,13731
2018-02-04,2,6231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6231
2018-02-05,2,6231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6231
2018-02-06,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-02-07,3,66231,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66231
2018-02-08,4,126231,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,60000,66231
2018-02-09,4,72231,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6000,0,66231
2018-02-10,3,120231,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,60000,60231
2018-02-11,5,145231,0,0,1,0,1,1,2,0,0,0,0,0,19000,0,6000,60000,60231
2018-02-12,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-02-13,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-02-14,2,231,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,231
2018-02-15,3,25231,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6000,0,19231
2018-02-16,5,42148,0,1,1,0,0,0,3,0,0,0,0,19000,3167,0,0,0,19981
2018-02-17,6,48148,0,0,1,0,2,0,3,0,0,0,0,0,3167,0,25000,0,19981
2018-02-18,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981
2018-02-19,5,23148,0,1,1,0,0,0,2,1,0,0,0,19000,3167,0,0,0,981
2018-02-20,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981
2018-02-21,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981
2018-02-22,4,6048,0,0,2,0,0,0,2,0,0,0,0,0,5067,0,0,0,981
2018-02-23,4,8881,0,0,1,0,1,0,2,0,0,0,0,0,1900,0,6000,0,981
2018-02-24,4,8881,0,0,1,0,0,0,3,0,0,0,0,0,1900,0,0,0,6981
2018-02-25,2,6231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,231
2018-02-26,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-02-27,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-02-28,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231
2018-03-01,5,97000,0,0,0,0,4,1,0,0,0,0,0,0,0,0,37000,60000,0
2018-03-02,3,72000,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12000,60000,0
2018-03-03,4,78000,0,0,0,0,2,1,1,0,0,0,0,0,0,0,12000,60000,6000
2018-03-04,5,138000,0,0,0,0,3,1,1,0,0,0,0,0,0,0,72000,60000,6000
2018-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000
2018-03-07,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0
2018-03-10,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2018-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2018-03-14,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0
2018-03-15,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-16,5,24792,0,0,1,0,0,4,0,0,0,0,0,0,792,0,0,24000,0
2018-03-17,2,19792,0,0,2,0,0,0,0,0,0,0,0,0,19792,0,0,0,0
2018-03-18,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-19,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-20,2,6792,0,0,1,0,0,0,1,0,0,0,0,0,792,0,0,0,6000
2018-03-21,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-22,2,2792,0,0,2,0,0,0,0,0,0,0,0,0,2792,0,0,0,0
2018-03-23,2,2792,0,0,2,0,0,0,0,0,0,0,0,0,2792,0,0,0,0
2018-03-24,4,68792,0,1,2,0,1,0,0,0,0,0,0,60000,2792,0,6000,0,0
2018-03-25,3,62792,0,1,2,0,0,0,0,0,0,0,0,60000,2792,0,0,0,0
2018-03-26,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-27,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-28,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-03-29,3,66792,0,1,1,0,1,0,0,0,0,0,0,6000,792,0,60000,0,0
2018-03-30,5,37792,0,1,3,0,0,0,1,0,0,0,0,6000,12792,0,0,0,19000
2018-03-31,9,163792,1,1,3,0,2,0,1,1,0,0,6000,6000,12792,0,120000,0,19000
2018-04-01,3,38792,0,0,1,0,1,0,1,0,0,0,0,0,792,0,19000,0,19000
2018-04-02,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0
2018-04-03,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0
2018-04-04,4,25792,0,1,1,0,0,1,0,0,1,0,0,6000,792,0,0,19000,0
2018-04-05,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0
2018-04-06,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0
2018-04-07,2,60792,0,0,1,0,1,0,0,0,0,0,0,0,792,0,60000,0,0
2018-04-08,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0
2018-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-04-14,2,25000,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,19000,0,0
2018-04-15,2,25000,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,19000,0,0
2018-04-16,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-04-17,2,38000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,19000,0
2018-04-18,2,38000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,19000,0
2018-04-19,3,31000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,19000,0,6000
2018-04-20,2,7900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1900,6000
2018-04-21,4,28800,0,0,0,0,1,1,2,0,0,0,0,0,0,0,19000,1900,7900
2018-04-22,3,72000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,60000,0,6000
2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2018-04-28,3,18000,0,1,1,0,0,1,0,0,0,0,0,6000,6000,0,0,6000,0
2018-04-29,3,44000,0,2,0,0,0,1,0,0,0,0,0,38000,0,0,0,6000,0
2018-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0
2018-05-02,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-05-03,3,44000,0,1,0,0,1,1,0,0,0,0,0,6000,0,0,19000,19000,0
2018-05-04,3,126000,0,1,0,0,1,0,1,0,0,0,0,60000,0,0,60000,0,6000
2018-05-05,4,186000,0,0,1,0,2,0,1,0,0,0,0,0,60000,0,120000,0,6000
2018-05-06,3,72000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,60000,0,6000
2018-05-07,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2018-05-08,2,12000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0
2018-05-09,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2018-05-10,1,60000,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0
2018-05-11,1,60000,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0
2018-05-12,4,73900,0,1,1,0,1,0,1,0,0,0,0,6000,60000,0,6000,0,1900
2018-05-13,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0
2018-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000
2018-05-16,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-05-17,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-05-18,2,79000,0,1,0,0,1,0,0,0,0,0,0,19000,0,0,60000,0,0
2018-05-19,6,157000,1,0,2,0,2,1,0,0,0,0,19000,0,66000,0,66000,6000,0
2018-05-20,7,150000,1,1,1,0,3,1,0,0,0,0,6000,6000,60000,0,72000,6000,0
2018-05-21,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2018-05-22,4,78000,0,1,0,0,0,1,2,0,0,0,0,60000,0,0,0,6000,12000
2018-05-23,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0
2018-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-25,3,87667,0,0,1,0,2,0,0,0,0,0,0,0,62667,0,25000,0,0
2018-05-26,4,147667,0,0,1,0,2,0,1,0,0,0,0,0,62667,0,79000,0,6000
2018-05-27,4,93667,0,1,1,0,1,0,1,0,0,0,0,6000,62667,0,19000,0,6000
2018-05-28,4,87667,0,0,1,0,1,0,1,1,0,0,0,0,62667,0,19000,0,6000
2018-05-29,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0
2018-05-30,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000
2018-05-31,3,31000,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25000,0,6000
2018-06-01,3,44000,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,19000,0,6000
2018-06-02,3,44000,0,0,1,0,1,1,0,0,0,0,0,0,19000,0,19000,6000,0
2018-06-03,6,75000,1,1,1,0,2,1,0,0,0,0,6000,19000,19000,0,25000,6000,0
2018-06-04,2,12000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0
2018-06-05,2,25000,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,6000,0
2018-06-06,3,31000,0,1,0,0,0,1,1,0,0,0,0,19000,0,0,0,6000,6000
2018-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0
2018-06-09,3,72000,0,1,0,0,2,0,0,0,0,0,0,6000,0,0,66000,0,0
2018-06-10,3,44000,0,1,0,0,2,0,0,0,0,0,0,19000,0,0,25000,0,0
2018-06-11,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0
2018-06-12,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0
2018-06-13,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0
2018-06-14,5,69000,0,1,0,2,1,1,0,0,0,0,0,6000,0,38000,19000,6000,0
2018-06-15,5,91000,0,0,1,0,2,1,0,0,1,0,0,0,19000,0,66000,6000,0
2018-06-16,8,143900,0,1,2,0,2,2,0,0,1,0,0,1900,38000,0,79000,25000,0
2018-06-17,7,116000,0,2,1,0,2,1,0,0,1,0,0,12000,19000,0,66000,19000,0
2018-06-18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06-19,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0
2018-06-20,3,25000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6000,19000,0
2018-06-21,3,25000,0,1,0,0,0,1,0,0,1,0,0,6000,0,0,0,19000,0
2018-06-22,5,132000,1,1,0,0,1,1,0,0,1,0,60000,6000,0,0,6000,60000,0
2018-06-23,11,235000,0,5,2,0,2,1,0,0,1,0,0,43000,66000,0,66000,60000,0
2018-06-24,7,157000,1,1,2,1,0,1,0,0,1,0,6000,6000,66000,19000,0,60000,0
2018-06-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06-26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06-27,3,12000,0,2,0,0,0,0,0,0,1,0,0,12000,0,0,0,0,0
2018-06-28,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0
2018-06-29,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0
